EXTRACTED_DATE,EXTRACTED_TIME,STOCK_NAME,EXTRACTED_PRICE
22-12-2025,12:29:45,CYBERTECH,145.6
22-12-2025,12:30:16,CYBERTECH,146.79
22-12-2025,12:30:48,CYBERTECH,146.79
22-12-2025,12:31:19,CYBERTECH,146.79
22-12-2025,12:31:51,CYBERTECH,146.79
22-12-2025,12:32:22,CYBERTECH,146.79
22-12-2025,12:32:53,CYBERTECH,146.79
22-12-2025,12:33:24,CYBERTECH,146.79
22-12-2025,12:33:55,CYBERTECH,146.79
22-12-2025,12:34:27,CYBERTECH,146.79
22-12-2025,12:34:58,CYBERTECH,146.79
22-12-2025,12:35:29,CYBERTECH,146.79
22-12-2025,12:36:01,CYBERTECH,146.79
22-12-2025,12:36:32,CYBERTECH,146.79
22-12-2025,12:37:03,CYBERTECH,146.79
22-12-2025,12:37:35,CYBERTECH,146.79
22-12-2025,12:38:32,CYBERTECH,146.79
22-12-2025,12:39:03,CYBERTECH,146.79
22-12-2025,12:39:34,CYBERTECH,146.79
22-12-2025,12:40:06,CYBERTECH,146.79
22-12-2025,12:40:37,CYBERTECH,146.79
22-12-2025,12:41:08,CYBERTECH,146.79
22-12-2025,12:41:39,CYBERTECH,146.79
22-12-2025,12:42:11,CYBERTECH,146.79
22-12-2025,12:42:42,CYBERTECH,146.79
22-12-2025,12:43:13,CYBERTECH,146.79
22-12-2025,12:43:44,CYBERTECH,146.79
22-12-2025,12:44:16,CYBERTECH,146.79
22-12-2025,12:44:47,CYBERTECH,146.79
22-12-2025,12:45:18,CYBERTECH,146.99
22-12-2025,12:45:50,CYBERTECH,146.99
22-12-2025,12:46:21,CYBERTECH,146.99
22-12-2025,12:46:53,CYBERTECH,146.99
22-12-2025,12:47:25,CYBERTECH,146.99
22-12-2025,12:47:55,CYBERTECH,146.99
22-12-2025,12:48:27,CYBERTECH,146.99
22-12-2025,12:48:58,CYBERTECH,146.99
22-12-2025,12:49:29,CYBERTECH,146.99
22-12-2025,12:50:01,CYBERTECH,146.99
22-12-2025,12:50:32,CYBERTECH,146.99
22-12-2025,12:51:03,CYBERTECH,146.99
22-12-2025,12:51:34,CYBERTECH,146.99
22-12-2025,12:52:05,CYBERTECH,146.99
22-12-2025,12:52:37,CYBERTECH,146.99
22-12-2025,12:53:08,CYBERTECH,146.99
22-12-2025,12:53:39,CYBERTECH,146.99
22-12-2025,12:54:11,CYBERTECH,146.99
22-12-2025,12:54:43,CYBERTECH,146.99
22-12-2025,12:55:14,CYBERTECH,146.99
22-12-2025,12:55:45,CYBERTECH,146.99
22-12-2025,12:56:16,CYBERTECH,146.99
22-12-2025,12:56:47,CYBERTECH,146.99
22-12-2025,12:57:19,CYBERTECH,146.99
22-12-2025,12:57:50,CYBERTECH,146.99
22-12-2025,12:58:21,CYBERTECH,146.99
22-12-2025,12:58:52,CYBERTECH,146.99
22-12-2025,12:59:23,CYBERTECH,146.99
22-12-2025,12:59:55,CYBERTECH,146.99
22-12-2025,13:00:26,CYBERTECH,147.0
22-12-2025,13:00:57,CYBERTECH,147.0
22-12-2025,13:01:29,CYBERTECH,147.0
22-12-2025,13:02:00,CYBERTECH,147.0
22-12-2025,13:02:31,CYBERTECH,147.0
22-12-2025,13:03:02,CYBERTECH,147.0
22-12-2025,13:03:34,CYBERTECH,147.0
22-12-2025,13:04:04,CYBERTECH,147.0
22-12-2025,13:04:36,CYBERTECH,147.0
22-12-2025,13:05:07,CYBERTECH,147.0
22-12-2025,13:05:40,CYBERTECH,147.0
22-12-2025,13:06:11,CYBERTECH,147.0
22-12-2025,13:06:43,CYBERTECH,147.0
22-12-2025,13:07:14,CYBERTECH,147.0
22-12-2025,13:07:46,CYBERTECH,147.0
22-12-2025,13:08:17,CYBERTECH,147.0
22-12-2025,13:08:48,CYBERTECH,147.0
22-12-2025,13:09:19,CYBERTECH,147.0
22-12-2025,13:09:50,CYBERTECH,147.0
22-12-2025,13:10:21,CYBERTECH,147.0
22-12-2025,13:10:52,CYBERTECH,147.0
22-12-2025,13:11:23,CYBERTECH,147.0
22-12-2025,13:11:56,CYBERTECH,147.0
22-12-2025,13:12:27,CYBERTECH,147.0
22-12-2025,13:12:58,CYBERTECH,147.0
22-12-2025,13:13:29,CYBERTECH,147.0
22-12-2025,13:14:01,CYBERTECH,147.0
22-12-2025,13:14:32,CYBERTECH,147.0
22-12-2025,13:15:03,CYBERTECH,147.0
22-12-2025,13:15:35,CYBERTECH,147.0
22-12-2025,13:16:06,CYBERTECH,147.0
22-12-2025,13:16:37,CYBERTECH,147.0
22-12-2025,15:58:19,CYBERTECH,147.35
22-12-2025,15:58:50,CYBERTECH,147.35
22-12-2025,15:59:21,CYBERTECH,147.35
22-12-2025,15:59:52,CYBERTECH,147.35
